#po Enhancers
#Created from ./po_gal5/po_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by X20180716.F_TKD180701835_1.fq.gz.rmdup.bam
#Using cutoff of 15327.2206 for Super-Enhancers
#Created on Oct 23 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20180716.F_TKD180701835_1.fq.gz.rmdup.bam	X20180716.IN_TKD180701837_1.fq.gz.rmdup.bam	enhancerRank	isSuper
1_po.27ac_peak_18405_lociStitched	KQ759680.1	4511	5395	1	885	1851.0076	244.868	3912	0
2_po.27ac_peak_3637_lociStitched	11	10277539	10278997	2	841	2098.9368	493.2414	3913	0
2_po.27ac_peak_10297_lociStitched	25	1200016	1201635	2	706	2190.1832	585.2685	3914	0
2_po.27ac_peak_8807_lociStitched	20	644246	645769	2	943	2141.0334	536.5529	3915	0
1_po.27ac_peak_3858_lociStitched	12	1477685	1478510	1	826	1896.2625	292.215	3916	0
1_po.27ac_peak_9591_lociStitched	21	6578245	6579194	1	950	1889.6488	285.7439	3917	0
1_po.27ac_peak_3599_lociStitched	11	8525470	8526612	1	1143	1905.6554	302.63	3918	0
2_po.27ac_peak_3905_lociStitched	12	2843678	2844724	2	845	1880.4988	277.8176	3919	0
2_po.27ac_peak_14830_lociStitched	5	28315977	28317195	2	857	1852.2126	252.8568	3920	0
1_po.27ac_peak_12598_lociStitched	3	102118069	102119038	1	970	1863.8715	265.3122	3921	0
2_po.27ac_peak_13071_lociStitched	4	5197342	5198695	2	922	2034.912	436.4778	3922	0
1_po.27ac_peak_2385_lociStitched	1	167654082	167655197	1	1116	1876.8795	279.865	3923	0
1_po.27ac_peak_1112_lociStitched	1	60503086	60504003	1	918	1875.8152	279.1348	3924	0
2_po.27ac_peak_7575_lociStitched	2	58995259	58996799	2	1042	2034.648	438.438	3925	0
1_po.27ac_peak_18023_lociStitched	AADN04002941.1	1275	1941	1	667	1878.2532	282.4506	3926	0
2_po.27ac_peak_12583_lociStitched	3	101812794	101813917	2	865	2034.4268	438.9807	3927	0
1_po.27ac_peak_14147_lociStitched	4	85124164	85124993	1	830	1926.5131	331.1855	3928	0
2_po.27ac_peak_11120_lociStitched	3	4242803	4244258	2	820	2173.479	578.6535	3929	0
1_po.27ac_peak_9356_lociStitched	21	217276	218506	1	1231	1972.797	380.07	3930	0
2_po.27ac_peak_16824_lociStitched	8	7128491	7129999	2	975	2090.6912	498.5448	3931	0
2_po.27ac_peak_2073_lociStitched	1	124984474	124985683	2	914	2065.3347	473.8071	3932	0
1_po.27ac_peak_11524_lociStitched	3	23966233	23967085	1	853	1934.6364	344.634	3933	0
1_po.27ac_peak_212_lociStitched	1	15350362	15351440	1	1079	2047.122	460.306	3934	0
1_po.27ac_peak_5131_lociStitched	14	12330896	12331928	1	1033	2019.8304	437.6712	3935	0
2_po.27ac_peak_11059_lociStitched	3	1445211	1446626	2	1000	2054.4385	474.308	3936	0
1_po.27ac_peak_14125_lociStitched	4	83177565	83178315	1	751	1755.825	175.8	3937	0
1_po.27ac_peak_18021_lociStitched	AADN04002821.1	7859	8373	1	515	1950.116	370.1314	3938	0
2_po.27ac_peak_12538_lociStitched	3	97703787	97705579	2	677	2140.9024	562.3296	3939	0
1_po.27ac_peak_17986_lociStitched	AADN04002125.1	17462	18152	1	691	1813.113	236.739	3940	0
1_po.27ac_peak_6446_lociStitched	19	3461375	3462344	1	970	1981.2174	404.9451	3941	0
2_po.27ac_peak_4585_lociStitched	13	10516978	10518097	2	871	2073.1713	498.5145	3942	0
1_po.27ac_peak_1194_lociStitched	1	63140718	63141900	1	1183	1943.208	369.375	3943	0
2_po.27ac_peak_7475_lociStitched	2	50288089	50289509	2	783	1924.526	351.592	3944	0
1_po.27ac_peak_16490_lociStitched	7	23094690	23095970	1	1281	1921.28	349.184	3945	0
1_po.27ac_peak_12948_lociStitched	4	1491577	1492612	1	1036	1928.7225	356.661	3946	0
1_po.27ac_peak_1847_lociStitched	1	106105169	106106403	1	1235	2039.3084	467.9328	3947	0
2_po.27ac_peak_8960_lociStitched	20	5184782	5186094	2	849	2063.2512	492.5248	3948	0
2_po.27ac_peak_8866_lociStitched	20	2073200	2074763	2	965	2112.2382	542.6736	3949	0
1_po.27ac_peak_16545_lociStitched	7	27978393	27979450	1	1058	1846.2619	277.0397	3950	0
2_po.27ac_peak_10520_lociStitched	26	2656781	2658020	2	938	2053.6425	484.449	3951	0
2_po.27ac_peak_10990_lociStitched	28	3780939	3782135	2	1035	1938.2376	369.0856	3952	0
2_po.27ac_peak_12528_lociStitched	3	96901469	96902902	2	904	1896.5755	329.4467	3953	0
2_po.27ac_peak_3469_lociStitched	11	1166750	1168061	2	797	1844.1837	277.8009	3954	0
1_po.27ac_peak_7613_lociStitched	2	61264603	61265478	1	876	1799.7875	235.4625	3955	0
1_po.27ac_peak_1045_lociStitched	1	57075253	57076107	1	855	1804.929	241.5112	3956	0
2_po.27ac_peak_7197_lociStitched	2	23926443	23927806	2	922	2013.5599	452.516	3957	0
1_po.27ac_peak_14947_lociStitched	5	37011211	37012209	1	999	1939.2138	378.8408	3958	0
2_po.27ac_peak_14517_lociStitched	5	15221281	15222629	2	966	1949.7472	389.572	3959	0
1_po.27ac_peak_10615_lociStitched	27	55531	56328	1	798	2323.4144	763.6057	3960	0
2_po.27ac_peak_16258_lociStitched	7	10149408	10151085	2	942	2215.4847	655.707	3961	0
2_po.27ac_peak_2269_lociStitched	1	146053722	146055152	2	718	1778.205	218.647	3962	0
1_po.27ac_peak_14053_lociStitched	4	76374595	76375731	1	1137	1997.9968	438.496	3963	0
1_po.27ac_peak_1249_lociStitched	1	68088153	68089220	1	1068	1914.6248	355.5244	3964	0
2_po.27ac_peak_13208_lociStitched	4	13699881	13701390	2	981	1914.1665	357.0294	3965	0
2_po.27ac_peak_8591_lociStitched	2	135647067	135648375	2	917	2091.7536	534.8412	3966	0
1_po.27ac_peak_14331_lociStitched	5	6967014	6968143	1	1130	1917.7194	361.1671	3967	0
1_po.27ac_peak_11684_lociStitched	3	31748159	31749257	1	1099	1980.5724	424.8162	3968	0
1_po.27ac_peak_6267_lociStitched	18	7059351	7060381	1	1031	1882.325	327.025	3969	0
1_po.27ac_peak_17541_lociStitched	9	10703634	10704609	1	976	1946.685	391.4625	3970	0
1_po.27ac_peak_16249_lociStitched	7	9983276	9984293	1	1018	1864.6695	314.3547	3971	0
1_po.27ac_peak_7782_lociStitched	2	66630422	66631226	1	805	1872.1944	322.0824	3972	0
1_po.27ac_peak_11109_lociStitched	3	3591393	3592407	1	1015	1859.8788	310.3854	3973	0
1_po.27ac_peak_5636_lociStitched	16	184898	185869	1	972	1922.7742	373.3495	3974	0
1_po.27ac_peak_18056_lociStitched	AADN04004167.1	2088	2670	1	583	2129.4798	580.8942	3975	0
2_po.27ac_peak_3474_lociStitched	11	1274660	1275765	2	881	1928.3355	380.783	3976	0
1_po.27ac_peak_5200_lociStitched	14	14882189	14883264	1	1076	1837.2825	289.9275	3977	0
2_po.27ac_peak_7901_lociStitched	2	81368182	81369554	2	836	2190.6724	643.6052	3978	0
2_po.27ac_peak_2896_lociStitched	10	2311696	2312728	2	760	1928.4984	385.452	3979	0
2_po.27ac_peak_15592_lociStitched	6	11184809	11185766	2	719	1845.1917	304.1346	3980	0
2_po.27ac_peak_11871_lociStitched	3	45726855	45728055	2	773	1928.4	387.48	3981	0
2_po.27ac_peak_2325_lociStitched	1	155911069	155912207	2	756	2023.1364	484.4466	3982	0
1_po.27ac_peak_4026_lociStitched	12	8731475	8732319	1	845	1824.2216	286.7912	3983	0
1_po.27ac_peak_18291_lociStitched	AADN04022045.1	1040	1939	1	900	1785.3241	250.1917	3984	0
2_po.27ac_peak_2759_lociStitched	1	192858657	192859638	2	732	2235.2085	702.1017	3985	0
1_po.27ac_peak_1231_lociStitched	1	67364065	67365178	1	1114	1853.2563	320.2101	3986	0
2_po.27ac_peak_11892_lociStitched	3	46168087	46169554	2	884	2000.1078	467.8263	3987	0
1_po.27ac_peak_17514_lociStitched	9	9833122	9834176	1	1055	2037.1712	505.393	3988	0
2_po.27ac_peak_13416_lociStitched	4	23591837	23593667	2	882	2050.332	518.622	3989	0
1_po.27ac_peak_12977_lociStitched	4	2230588	2231301	1	714	1845.6718	314.9321	3990	0
1_po.27ac_peak_316_lociStitched	1	27286938	27288049	1	1112	1943.0279	412.9587	3991	0
1_po.27ac_peak_11379_lociStitched	3	17417986	17419088	1	1103	1977.7594	450.718	3992	0
2_po.27ac_peak_4996_lociStitched	14	5537243	5538393	2	941	1913.025	387.09	3993	0
2_po.27ac_peak_286_lociStitched	1	24852911	24854334	2	833	1955.4866	430.1729	3994	0
1_po.27ac_peak_15417_lociStitched	5	58154882	58155652	1	771	1796.025	271.117	3995	0
1_po.27ac_peak_4358_lociStitched	12	19758283	19759418	1	1136	1965.7065	441.969	3996	0
1_po.27ac_peak_11840_lociStitched	3	44546737	44547538	1	802	1785.1086	261.7668	3997	0
1_po.27ac_peak_18116_lociStitched	AADN04007217.1	7562	8122	1	561	2174.088	651.672	3998	0
1_po.27ac_peak_2970_lociStitched	10	4390643	4391573	1	931	1823.823	301.692	3999	0
2_po.27ac_peak_10856_lociStitched	28	1506361	1507611	2	856	2019.125	500	4000	0
2_po.27ac_peak_6552_lociStitched	19	5624946	5626193	2	931	1958.7876	440.5651	4001	0
1_po.27ac_peak_15352_lociStitched	5	54681424	54682444	1	1021	1836.204	318.954	4002	0
2_po.27ac_peak_6879_lociStitched	2	4495405	4496836	2	849	2094.4116	577.9809	4003	0
1_po.27ac_peak_5178_lociStitched	14	13236936	13238002	1	1067	1814.2254	298.9064	4004	0
2_po.27ac_peak_16905_lociStitched	8	11058284	11059534	2	834	1958.125	443.875	4005	0
2_po.27ac_peak_2886_lociStitched	10	1661142	1662123	2	817	1863.9981	350.0208	4006	0
2_po.27ac_peak_13370_lociStitched	4	19643388	19644859	2	1022	1974.8175	461.3056	4007	0
2_po.27ac_peak_5259_lociStitched	15	1421561	1422733	2	947	1901.3356	388.0492	4008	0
1_po.27ac_peak_506_lociStitched	1	35724293	35725140	1	848	1784.3749	271.4635	4009	0
1_po.27ac_peak_3350_lociStitched	10	19716158	19717332	1	1175	1796.22	285.5168	4010	0
2_po.27ac_peak_7000_lociStitched	2	13007811	13009104	2	1006	1875.2379	365.2725	4011	0
1_po.27ac_peak_12185_lociStitched	3	63947911	63948767	1	857	1738.964	229.6648	4012	0
2_po.27ac_peak_17897_lociStitched	AADN04000896.1	39449	41384	2	702	1832.832	323.7255	4013	0
1_po.27ac_peak_10435_lociStitched	26	924592	925420	1	829	1718.2656	209.4012	4014	0
2_po.27ac_peak_10984_lociStitched	28	3532441	3533762	2	860	1943.5873	435.2695	4015	0
2_po.27ac_peak_13790_lociStitched	4	53217888	53219020	2	937	1784.1452	276.0948	4016	0
2_po.27ac_peak_10400_lociStitched	26	201990	203543	2	1023	1978.522	471.0249	4017	0
2_po.27ac_peak_3840_lociStitched	12	1246801	1247868	2	747	2100.6029	593.6788	4018	0
2_po.27ac_peak_18026_lociStitched	AADN04002988.1	5531	6609	2	839	1699.467	192.7464	4019	0
2_po.27ac_peak_3974_lociStitched	12	5588815	5590501	2	724	1981.5558	476.295	4020	0
2_po.27ac_peak_10329_lociStitched	25	2080591	2081871	2	975	1922.816	419.584	4021	0
1_po.27ac_peak_11689_lociStitched	3	32361387	32362121	1	735	1775.9864	274.9564	4022	0
2_po.27ac_peak_15566_lociStitched	6	9893078	9894364	2	961	1823.1622	322.143	4023	0
2_po.27ac_peak_2009_lociStitched	1	120701634	120703413	2	982	2051.5428	550.9563	4024	0
2_po.27ac_peak_2549_lociStitched	1	175667770	175669297	2	884	2015.0292	514.4463	4025	0
1_po.27ac_peak_16926_lociStitched	8	11890205	11891116	1	912	1675.8756	178.7382	4026	0
1_po.27ac_peak_4969_lociStitched	14	5082581	5083331	1	751	1767.15	271.05	4027	0
2_po.27ac_peak_13568_lociStitched	4	34902280	34903240	2	789	1769.856	274.176	4028	0
2_po.27ac_peak_15967_lociStitched	6	30311092	30312439	2	911	1930.1163	435.3504	4029	0
2_po.27ac_peak_3706_lociStitched	11	16095600	16096915	2	998	2007.6105	513.7705	4030	0
1_po.27ac_peak_7133_lociStitched	2	21019712	21020358	1	647	1733.6702	240.8288	4031	0
2_po.27ac_peak_16053_lociStitched	6	35422794	35424503	2	814	1835.8078	342.9963	4032	0
1_po.27ac_peak_7916_lociStitched	2	83790315	83791291	1	977	1815.9456	323.9344	4033	0
1_po.27ac_peak_7547_lociStitched	2	58025715	58026717	1	1003	1835.7642	346.191	4034	0
1_po.27ac_peak_17061_lociStitched	8	19633619	19634594	1	976	1897.8375	408.33	4035	0
1_po.27ac_peak_8334_lociStitched	2	115869143	115870121	1	979	1928.3226	438.8286	4036	0
1_po.27ac_peak_18218_lociStitched	AADN04013769.1	3238	4171	1	934	1892.9637	405.7617	4037	0
2_po.27ac_peak_2357_lociStitched	1	166719585	166720519	2	719	1813.0808	326.9934	4038	0
1_po.27ac_peak_13064_lociStitched	4	4052716	4053730	1	1015	1783.3218	298.5216	4039	0
1_po.27ac_peak_11548_lociStitched	3	26291318	26292368	1	1051	1706.67	222.6	4040	0
2_po.27ac_peak_9498_lociStitched	21	3715125	3716141	2	823	1876.2472	393.2936	4041	0
2_po.27ac_peak_9414_lociStitched	21	2442401	2443603	2	806	1881.0098	398.1024	4042	0
1_po.27ac_peak_1197_lociStitched	1	63308937	63309781	1	845	1723.3636	243.7472	4043	0
2_po.27ac_peak_11945_lociStitched	3	50370141	50371171	2	837	1830.207	352.054	4044	0
1_po.27ac_peak_8030_lociStitched	2	98605017	98605927	1	911	1810.536	334.061	4045	0
1_po.27ac_peak_5667_lociStitched	17	1139882	1141064	1	1183	1856.8038	380.7222	4046	0
1_po.27ac_peak_8082_lociStitched	2	101138567	101139245	1	679	1700.9664	225.2994	4047	0
1_po.27ac_peak_15993_lociStitched	6	31443910	31444926	1	1017	1876.044	401.0152	4048	0
2_po.27ac_peak_591_lociStitched	1	39315354	39316951	2	1038	2014.1364	539.1472	4049	0
1_po.27ac_peak_6498_lociStitched	19	5167687	5168653	1	967	1735.7088	261.1098	4050	0
2_po.27ac_peak_12184_lociStitched	3	63416076	63417404	2	775	1892.5328	418.32	4051	0
1_po.27ac_peak_8719_lociStitched	2	141349591	141350591	1	1001	1847	374.5	4052	0
1_po.27ac_peak_10973_lociStitched	28	3352339	3353110	1	772	1785.8673	313.5657	4053	0
1_po.27ac_peak_13077_lociStitched	4	5994531	5995742	1	1212	1780.17	308.5628	4054	0
2_po.27ac_peak_14436_lociStitched	5	11184607	11186041	2	848	1972.8972	502.3302	4055	0
1_po.27ac_peak_3324_lociStitched	10	18896118	18896894	1	777	1748.8712	279.1272	4056	0
1_po.27ac_peak_1204_lociStitched	1	65412437	65413376	1	940	1765.32	295.8789	4057	0
1_po.27ac_peak_16538_lociStitched	7	26468249	26469217	1	969	1730.4936	264.5544	4058	0
2_po.27ac_peak_1408_lociStitched	1	75514766	75516347	2	893	2049.4503	583.8633	4059	0
1_po.27ac_peak_11967_lociStitched	3	51699581	51700603	1	1023	1814.4588	350.035	4060	0
1_po.27ac_peak_5863_lociStitched	17	6992840	6993756	1	917	1903.6312	439.8632	4061	0
1_po.27ac_peak_16095_lociStitched	7	2760644	2761444	1	801	1748.24	284.88	4062	0
1_po.27ac_peak_7325_lociStitched	2	38040330	38041196	1	867	1698.9188	236.0716	4063	0
1_po.27ac_peak_3292_lociStitched	10	17774413	17775199	1	787	1674.6516	212.5344	4064	0
1_po.27ac_peak_16549_lociStitched	7	28222043	28222829	1	787	1821.162	359.1234	4065	0
2_po.27ac_peak_2280_lociStitched	1	150015785	150017063	2	647	1797.3792	336.2418	4066	0
1_po.27ac_peak_18106_lociStitched	AADN04006967.1	9991	10955	1	965	1794.2932	333.4476	4067	0
1_po.27ac_peak_16285_lociStitched	7	11062714	11063550	1	837	1789.6252	329.802	4068	0
1_po.27ac_peak_8845_lociStitched	20	1488927	1489277	1	351	2139.585	680.61	4069	0
1_po.27ac_peak_15513_lociStitched	6	5199185	5200210	1	1026	1776.8375	318.0575	4070	0
1_po.27ac_peak_3824_lociStitched	12	254437	255255	1	819	1748.9658	290.6354	4071	0
1_po.27ac_peak_9221_lociStitched	20	12545909	12546541	1	633	1642.4416	186.2504	4072	0
1_po.27ac_peak_13366_lociStitched	4	19522423	19523564	1	1142	1803.3505	347.6627	4073	0
2_po.27ac_peak_4788_lociStitched	14	690687	691940	2	835	1855.5677	400.4588	4074	0
1_po.27ac_peak_1014_lociStitched	1	55786653	55787836	1	1184	1853.8793	399.0259	4075	0
2_po.27ac_peak_6891_lociStitched	2	6211862	6212890	2	749	1825.214	370.6968	4076	0
1_po.27ac_peak_1725_lociStitched	1	92159911	92160947	1	1037	1729.084	274.6436	4077	0
1_po.27ac_peak_5426_lociStitched	15	6416839	6417953	1	1115	1739.0654	286.0752	4078	0
1_po.27ac_peak_6067_lociStitched	18	2730929	2731753	1	825	1687.0576	234.0984	4079	0
2_po.27ac_peak_9630_lociStitched	22	244636	246230	2	831	1997.4414	545.4668	4080	0
1_po.27ac_peak_4663_lociStitched	13	13663459	13664419	1	961	1788	336.192	4081	0
1_po.27ac_peak_12458_lociStitched	3	87093335	87094317	1	983	1761.3152	309.9192	4082	0
1_po.27ac_peak_14079_lociStitched	4	78884387	78885145	1	759	1698.9054	247.6386	4083	0
1_po.27ac_peak_14925_lociStitched	5	34694490	34695275	1	786	1733.751	282.8355	4084	0
2_po.27ac_peak_9429_lociStitched	21	2823872	2825061	2	888	1887.6564	436.9575	4085	0
2_po.27ac_peak_5124_lociStitched	14	12152063	12153083	2	764	1878.126	427.788	4086	0
2_po.27ac_peak_155_lociStitched	1	12559234	12560675	2	631	2066.2499	616.3157	4087	0
2_po.27ac_peak_11309_lociStitched	3	15303342	15304665	2	932	2020.7502	571.6683	4088	0
1_po.27ac_peak_12137_lociStitched	3	58224277	58225412	1	1136	1721.2275	273.1945	4089	0
2_po.27ac_peak_9141_lociStitched	20	11416861	11417950	2	781	1763.3088	316.4634	4090	0
2_po.27ac_peak_6623_lociStitched	19	6619366	6620792	2	645	2038.0392	591.3622	4091	0
1_po.27ac_peak_16077_lociStitched	7	1364733	1365554	1	822	1738.5496	292.6865	4092	0
2_po.27ac_peak_15105_lociStitched	5	44904128	44905403	2	746	1893.2475	447.525	4093	0
1_po.27ac_peak_9294_lociStitched	20	13719105	13720231	1	1127	1712.3082	266.6368	4094	0
2_po.27ac_peak_8472_lociStitched	2	127379781	127380914	2	856	1774.3913	329.5897	4095	0
1_po.27ac_peak_7928_lociStitched	2	88154346	88155453	1	1108	1866.6234	424.2024	4096	0
2_po.27ac_peak_624_lociStitched	1	43854299	43855807	2	962	1847.1492	406.2552	4097	0
2_po.27ac_peak_13517_lociStitched	4	30513361	30514961	2	831	1759.68	318.88	4098	0
1_po.27ac_peak_15247_lociStitched	5	50075669	50076485	1	817	1640.568	200.1648	4099	0
1_po.27ac_peak_11133_lociStitched	3	4426157	4426991	1	835	1708.2822	268.131	4100	0
1_po.27ac_peak_15073_lociStitched	5	44610162	44610825	1	664	1668.5721	229.2654	4101	0
1_po.27ac_peak_3068_lociStitched	10	9882883	9883944	1	1062	1709.3771	270.8733	4102	0
1_po.27ac_peak_18212_lociStitched	AADN04013577.1	511	1100	1	590	1693.9051	258.3354	4103	0
2_po.27ac_peak_9602_lociStitched	21	6710133	6711329	2	675	1797.8272	362.7468	4104	0
2_po.27ac_peak_1257_lociStitched	1	68158304	68159575	2	676	1971.5752	536.7433	4105	0
1_po.27ac_peak_2941_lociStitched	10	3134352	3135377	1	1026	1870.7275	436.1375	4106	0
1_po.27ac_peak_7877_lociStitched	2	78384867	78386075	1	1209	1849.5688	416.6392	4107	0
1_po.27ac_peak_12386_lociStitched	3	78274546	78275301	1	756	1648.769	215.8545	4108	0
1_po.27ac_peak_6268_lociStitched	18	7116732	7117508	1	777	1704.0184	271.212	4109	0
1_po.27ac_peak_18267_lociStitched	AADN04018089.1	3124	3952	1	829	1640.9304	208.4904	4110	0
1_po.27ac_peak_1595_lociStitched	1	84210935	84211893	1	959	1741.2608	309.2424	4111	0
1_po.27ac_peak_272_lociStitched	1	24474522	24475306	1	785	1620.0576	188.0816	4112	0
1_po.27ac_peak_11655_lociStitched	3	30643026	30644157	1	1132	1704.1908	273.0234	4113	0
1_po.27ac_peak_6466_lociStitched	19	4127416	4128278	1	863	1691.8474	262.5652	4114	0
1_po.27ac_peak_13519_lociStitched	4	30656995	30657902	1	908	1662.8938	234.006	4115	0
2_po.27ac_peak_12664_lociStitched	3	106119655	106120947	2	848	1942.1344	513.4408	4116	0
2_po.27ac_peak_5035_lociStitched	14	7381738	7383106	2	900	1912.464	484.5456	4117	0
2_po.27ac_peak_12950_lociStitched	4	1581058	1582021	2	746	1692.5688	265.0176	4118	0
2_po.27ac_peak_7783_lociStitched	2	66808450	66809912	2	870	1743.7274	316.2306	4119	0
2_po.27ac_peak_15837_lociStitched	6	22432627	22433978	2	1001	1826.2818	401.5172	4120	0
1_po.27ac_peak_7608_lociStitched	2	60810677	60811575	1	899	1627.5352	203.397	4121	0
2_po.27ac_peak_17010_lociStitched	8	16013344	16014672	2	971	1807.8064	384.5888	4122	0
2_po.27ac_peak_8335_lociStitched	2	115884023	115885085	2	907	1773.009	350.3538	4123	0
1_po.27ac_peak_8959_lociStitched	20	5165440	5166296	1	857	1803.4208	381.5192	4124	0
1_po.27ac_peak_17022_lociStitched	8	16374648	16375529	1	882	1629.0571	207.916	4125	0
2_po.27ac_peak_3825_lociStitched	12	371930	373447	2	852	1941.0015	519.8759	4126	0
2_po.27ac_peak_9057_lociStitched	20	10191190	10192220	2	765	1770.57	351.23	4127	0
1_po.27ac_peak_15811_lociStitched	6	21068106	21068938	1	833	1745.7024	328.0576	4128	0
1_po.27ac_peak_12198_lociStitched	3	64980086	64980803	1	718	1632.7524	215.4585	4129	0
1_po.27ac_peak_5028_lociStitched	14	6977683	6978541	1	859	1758.3852	342.1704	4130	0
1_po.27ac_peak_8483_lociStitched	2	127543747	127544612	1	866	1782.246	368.317	4131	0
1_po.27ac_peak_1988_lociStitched	1	119463277	119464336	1	1060	1741.9491	328.6077	4132	0
2_po.27ac_peak_2888_lociStitched	10	2127899	2129097	2	877	1778.9102	365.8692	4133	0
1_po.27ac_peak_8474_lociStitched	2	127446940	127447691	1	752	1544.2062	132.176	4134	0
2_po.27ac_peak_13806_lociStitched	4	54898441	54899671	2	826	1714.497	304.548	4135	0
2_po.27ac_peak_1857_lociStitched	1	106631250	106632641	2	752	1984.957	576.2913	4136	0
2_po.27ac_peak_13324_lociStitched	4	16753875	16754832	2	678	1748.439	340.4049	4137	0
1_po.27ac_peak_11770_lociStitched	3	38573283	38574148	1	866	1658.378	253.099	4138	0
1_po.27ac_peak_8502_lociStitched	2	129098017	129098744	1	728	1601.581	198.3983	4139	0
1_po.27ac_peak_17787_lociStitched	9	23476032	23476888	1	857	1718.42	316.0352	4140	0
1_po.27ac_peak_15707_lociStitched	6	16719732	16720454	1	723	1643.4164	241.87	4141	0
1_po.27ac_peak_17533_lociStitched	9	10547543	10548314	1	772	1745.3127	344.4057	4142	0
1_po.27ac_peak_1782_lociStitched	1	100834326	100834859	1	534	1999.7627	599.0387	4143	0
1_po.27ac_peak_8542_lociStitched	2	129864759	129865879	1	1121	1645.616	245.28	4144	0
2_po.27ac_peak_11220_lociStitched	3	9678642	9679770	2	741	1689.18	290.5728	4145	0
1_po.27ac_peak_6868_lociStitched	2	3968713	3969534	1	822	1655.7107	257.5477	4146	0
1_po.27ac_peak_2712_lociStitched	1	185225912	185226850	1	939	1715.8834	318.7324	4147	0
2_po.27ac_peak_1968_lociStitched	1	118189284	118190947	2	934	1998.2608	601.6734	4148	0
1_po.27ac_peak_11222_lociStitched	3	9738079	9738846	1	768	1710.0265	313.703	4149	0
1_po.27ac_peak_4786_lociStitched	14	142257	143177	1	921	1695.192	299.276	4150	0
1_po.27ac_peak_3606_lociStitched	11	8846711	8847706	1	996	1836.4715	442.178	4151	0
1_po.27ac_peak_7540_lociStitched	2	55525411	55526389	1	979	1722.4536	328.9014	4152	0
1_po.27ac_peak_14960_lociStitched	5	38133654	38134344	1	691	1617.429	224.388	4153	0
2_po.27ac_peak_987_lociStitched	1	54333849	54334972	2	861	1803.6503	410.7934	4154	0
1_po.27ac_peak_17827_lociStitched	AADN04000623.1	34234	35096	1	863	1622.4564	229.9816	4155	0
2_po.27ac_peak_15145_lociStitched	5	46144152	46145455	2	755	1775.8587	384.7759	4156	0
1_po.27ac_peak_5806_lociStitched	17	5731251	5732018	1	768	1680.0368	289.0823	4157	0
1_po.27ac_peak_6018_lociStitched	18	864089	865203	1	1115	1714.1118	323.7284	4158	0
1_po.27ac_peak_2969_lociStitched	10	4338613	4339443	1	831	1637.424	247.589	4159	0
2_po.27ac_peak_15545_lociStitched	6	9015404	9016588	2	849	1798.0224	408.8352	4160	0
1_po.27ac_peak_5949_lociStitched	17	9056588	9057560	1	973	1618.4772	229.392	4161	0
1_po.27ac_peak_7655_lociStitched	2	62336904	62337844	1	941	1772.652	383.802	4162	0
1_po.27ac_peak_2506_lociStitched	1	172642453	172643567	1	1115	1776.9414	388.4518	4163	0
1_po.27ac_peak_2212_lociStitched	1	137505725	137506607	1	883	1655.3376	266.9814	4164	0
1_po.27ac_peak_13471_lociStitched	4	29592768	29593694	1	927	1721.2488	332.9896	4165	0
1_po.27ac_peak_13526_lociStitched	4	30774904	30776040	1	1137	1803.5136	416.7984	4166	0
1_po.27ac_peak_14968_lociStitched	5	38226622	38227566	1	945	1641.9936	256.6736	4167	0
2_po.27ac_peak_7171_lociStitched	2	22920927	22922293	2	755	1813.365	428.7874	4168	0
1_po.27ac_peak_10636_lociStitched	27	2526878	2527744	1	867	1666.0974	281.6232	4169	0
1_po.27ac_peak_10438_lociStitched	26	1061604	1062626	1	1023	1763.461	380.0818	4170	0
1_po.27ac_peak_225_lociStitched	1	16199875	16200786	1	912	1753.4928	370.2304	4171	0
2_po.27ac_peak_993_lociStitched	1	54488341	54489435	2	830	1723.05	340.1246	4172	0
2_po.27ac_peak_17851_lociStitched	AADN04000661.1	55922	57127	2	738	1826.539	444.163	4173	0
2_po.27ac_peak_7548_lociStitched	2	58065465	58066351	2	687	1823.7424	441.4938	4174	0
1_po.27ac_peak_17852_lociStitched	AADN04000662.1	51453	51850	1	398	1882.2961	500.1009	4175	0
1_po.27ac_peak_18368_lociStitched	KQ759552.1	7202	7913	1	712	1525.4505	145.3995	4176	0
1_po.27ac_peak_11724_lociStitched	3	35808517	35809508	1	992	1683.5108	303.5433	4177	0
2_po.27ac_peak_4229_lociStitched	12	13721498	13722767	2	783	1747.6668	368.1369	4178	0
1_po.27ac_peak_17641_lociStitched	9	15944302	15945182	1	881	1646.48	268.752	4179	0
2_po.27ac_peak_18151_lociStitched	AADN04009733.1	1196	2898	2	679	1615.198	238.7906	4180	0
1_po.27ac_peak_17236_lociStitched	8	27404577	27405266	1	690	1629.0716	253.6209	4181	0
1_po.27ac_peak_2289_lociStitched	1	153110895	153111700	1	806	1711.1885	337.6975	4182	0
2_po.27ac_peak_4539_lociStitched	13	9078856	9079970	2	789	1642.4816	269.3652	4183	0
2_po.27ac_peak_18176_lociStitched	AADN04011790.1	5714	6927	2	930	1570.3498	197.9616	4184	0
2_po.27ac_peak_12190_lociStitched	3	64920078	64921153	2	771	1738.92	366.8975	4185	0
1_po.27ac_peak_11394_lociStitched	3	18014549	18015291	1	743	1644.5688	272.6108	4186	0
